,v,w,t
66091,60,268,1385985440
66092,60,261,1385985440
66093,60,261,1385985460
66094,60,268,1385985520
66771,61,134,1385982700
66772,61,143,1385984840
66773,61,143,1385984900
66774,61,143,1385985000
66775,61,143,1385985020
66776,61,143,1385985040
66777,61,143,1385985060
66778,61,143,1385985080
66779,61,143,1385985100
66780,61,143,1385985140
66781,61,143,1385985180
66782,61,124,1385985200
66783,61,143,1385985200
66784,61,143,1385985220
66785,61,143,1385985260
66786,61,143,1385985280
66787,61,143,1385985300
66788,61,143,1385985360
66789,61,143,1385985380
66790,61,143,1385985520
66791,61,143,1385985540
67418,64,192,1385982020
67419,64,192,1385982040
67420,64,192,1385982060
67421,64,192,1385982080
67422,64,192,1385982100
67423,64,192,1385982120
67424,64,192,1385982140
67425,64,192,1385982160
67426,64,192,1385982180
67427,64,192,1385982200
67428,64,192,1385982220
67429,64,192,1385982240
67430,64,192,1385982260
67431,64,192,1385982280
67432,64,192,1385982300
67433,64,192,1385982320
67434,64,192,1385982340
67435,64,192,1385982360
67436,64,192,1385982380
67437,64,192,1385982400
67438,64,192,1385982420
67439,64,192,1385982440
67440,64,192,1385982460
67441,64,192,1385982480
67442,64,192,1385982500
67443,64,192,1385982520
67444,64,192,1385982540
67445,64,192,1385982560
67446,64,192,1385982580
67447,64,192,1385982600
67448,64,192,1385982620
67449,64,192,1385982640
67450,64,192,1385982660
67451,64,192,1385982680
67452,64,192,1385982700
67453,64,102,1385983020
67454,64,192,1385983020
67455,64,67,1385983040
68330,65,222,1385982380
68331,65,142,1385983000
68332,65,212,1385983000
68333,65,212,1385983020
68334,65,142,1385983040
68335,65,142,1385983280
68336,65,142,1385983320
68337,65,142,1385983340
68338,65,212,1385983360
68339,65,212,1385983380
68340,65,212,1385983400
68341,65,212,1385983440
68342,65,212,1385983460
68343,65,212,1385983540
68344,65,212,1385983560
68345,65,212,1385983580
68346,65,212,1385983600
68347,65,148,1385983620
68348,65,212,1385983620
68349,65,183,1385983640
68350,65,249,1385983660
68351,65,249,1385983680
68352,65,249,1385983700
68353,65,249,1385983720
68354,65,249,1385983740
68355,65,249,1385983760
68356,65,249,1385983780
68357,65,249,1385983800
68358,65,249,1385983820
68359,65,249,1385983840
68360,65,249,1385983900
68361,65,249,1385983920
68362,65,249,1385983940
68363,65,249,1385983960
68364,65,249,1385983980
68365,65,249,1385984220
68366,65,289,1385984260
68367,65,249,1385984300
68368,65,249,1385984320
68369,65,249,1385984340
68370,65,249,1385984360
68371,65,288,1385984760
68372,65,288,1385984780
68373,65,175,1385984780
68374,65,288,1385984820
68375,65,175,1385984820
68376,65,175,1385984860
68377,65,231,1385984880
68378,65,175,1385984880
68379,65,288,1385984900
68380,65,231,1385984900
68381,65,175,1385984900
68382,65,288,1385984920
68383,65,175,1385984940
68384,65,175,1385984960
68385,65,231,1385985000
68386,65,231,1385985020
68387,65,175,1385985040
68388,65,231,1385985080
68389,65,175,1385985080
68390,65,175,1385985100
68391,65,231,1385985120
68392,65,175,1385985120
68393,65,288,1385985160
68394,65,288,1385985180
68395,65,231,1385985260
68396,65,175,1385985260
68397,65,231,1385985320
68398,65,231,1385985340
68399,65,288,1385985380
68400,65,175,1385985380
68401,65,175,1385985400
68402,65,148,1385985400
68403,65,175,1385985420
68404,65,288,1385985440
68405,65,231,1385985440
68406,65,175,1385985440
68407,65,288,1385985460
68408,65,288,1385985480
68409,65,175,1385985480
68410,65,175,1385985500
68411,65,288,1385985500
68412,65,288,1385985560
68413,65,288,1385985640
69613,66,76,1385982020
69614,66,175,1385983120
69615,66,175,1385983140
69616,66,175,1385983160
69617,66,72,1385983260
69618,66,98,1385984740
69619,66,241,1385985080
69825,67,237,1385982840
69826,67,126,1385982860
69827,67,237,1385982920
72351,69,104,1385982020
72352,69,104,1385982040
72353,69,104,1385982060
72354,69,104,1385982080
72355,69,104,1385982100
72356,69,104,1385982120
72357,69,104,1385982140
72358,69,104,1385982160
72359,69,104,1385982180
72360,69,104,1385982200
72361,69,104,1385982220
72362,69,104,1385982240
72363,69,104,1385982260
72364,69,104,1385982280
72365,69,104,1385982300
72366,69,104,1385982320
72367,69,104,1385982340
72368,69,104,1385982360
72369,69,104,1385982380
72370,69,104,1385982400
72371,69,104,1385982420
72372,69,104,1385982440
72373,69,104,1385982460
72374,69,104,1385982480
72375,69,104,1385982500
72376,69,104,1385982520
72377,69,104,1385982540
72378,69,104,1385982560
72379,69,104,1385982580
72380,69,104,1385982600
72381,69,104,1385982620
72382,69,104,1385982640
72383,69,104,1385982660
72384,69,104,1385982680
72385,69,104,1385982700
72386,69,104,1385982720
72387,69,104,1385982740
72388,69,104,1385982800
72389,69,104,1385982820
72390,69,104,1385982840
72391,69,276,1385982860
72392,69,140,1385982880
72393,69,233,1385982880
72394,69,82,1385982900
72395,69,108,1385982960
73610,70,140,1385982400
73611,70,140,1385982420
73612,70,274,1385982820
73613,70,104,1385982880
73614,70,274,1385982920
73615,70,233,1385982940
73616,70,81,1385983160
73617,70,106,1385983260
74551,72,98,1385982160
74552,72,105,1385982180
74553,72,98,1385982180
74554,72,98,1385982200
74555,72,147,1385982220
74556,72,98,1385982220
74557,72,147,1385982240
74558,72,98,1385982240
74559,72,98,1385982260
74560,72,73,1385982300
74561,72,105,1385982440
74562,72,129,1385982460
74563,72,261,1385982500
74564,72,132,1385982520
74565,72,132,1385982540
74566,72,132,1385982560
74567,72,132,1385982580
74568,72,132,1385982600
74569,72,132,1385982620
74570,72,132,1385982640
74571,72,132,1385982660
74572,72,132,1385982680
74573,72,132,1385982700
74574,72,132,1385982720
74575,72,132,1385982740
74576,72,132,1385982760
74577,72,132,1385982780
74578,72,132,1385982800
74579,72,132,1385982820
74580,72,132,1385982840
74581,72,132,1385982860
74582,72,132,1385982880
74583,72,132,1385982900
74584,72,132,1385982920
74585,72,132,1385982940
74586,72,132,1385982960
74587,72,132,1385982980
74588,72,132,1385983000
74589,72,132,1385983020
74590,72,132,1385983040
74591,72,132,1385983060
74592,72,132,1385983100
74593,72,132,1385983120
74594,72,132,1385983160
74595,72,132,1385983180
74596,72,132,1385983200
74597,72,132,1385983220
74598,72,180,1385983320
74599,72,132,1385983680
74600,72,132,1385983700
74601,72,132,1385983740
74602,72,132,1385983780
74603,72,132,1385983860
74604,72,132,1385983880
74605,72,132,1385983900
74606,72,132,1385984040
74607,72,132,1385984060
74608,72,132,1385984080
74609,72,98,1385984420
74610,72,98,1385984440
74611,72,132,1385984700
74612,72,132,1385984760
74613,72,132,1385984900
74614,72,132,1385985040
74615,72,132,1385985060
74616,72,132,1385985640
75695,73,217,1385982300
75696,73,217,1385982320
75697,73,268,1385982320
75698,73,217,1385982360
75699,73,217,1385982420
78518,75,95,1385982180
78519,75,95,1385982280
78520,75,95,1385982300
78521,75,145,1385982320
78522,75,95,1385982320
78523,75,95,1385982340
78524,75,145,1385982380
78525,75,145,1385982440
78526,75,145,1385982480
78527,75,95,1385982500
78528,75,145,1385982500
78529,75,145,1385982520
78530,75,145,1385982540
78531,75,145,1385982560
78532,75,145,1385982580
78533,75,145,1385982640
78534,75,199,1385982640
78535,75,95,1385982700
79117,76,194,1385982040
79118,76,194,1385982060
79119,76,194,1385982120
79120,76,194,1385982140
79121,76,194,1385982160
79122,76,194,1385982180
79123,76,194,1385982200
79124,76,194,1385982220
79125,76,194,1385982240
79126,76,194,1385982260
79127,76,77,1385982320
79128,76,261,1385982320
79129,76,194,1385982340
79130,76,162,1385982500
79131,76,162,1385982520
79132,76,120,1385982580
79133,76,162,1385982580
79134,76,162,1385982840
79135,76,162,1385982900
79136,76,120,1385982980
79137,76,120,1385983000
79138,76,162,1385983020
79139,76,162,1385983800
79140,76,120,1385983820
79141,76,120,1385983840
79142,76,162,1385983840
79143,76,120,1385983860
79144,76,120,1385983880
79145,76,162,1385983880
79146,76,162,1385983900
79147,76,162,1385984000
79148,76,120,1385984140
79149,76,120,1385984160
79150,76,162,1385984160
79151,76,120,1385984240
79152,76,120,1385984400
79153,76,162,1385984460
79154,76,162,1385984480
79155,76,120,1385984500
79156,76,162,1385984500
79157,76,162,1385984520
79158,76,162,1385984540
79159,76,120,1385984560
79160,76,162,1385984560
79161,76,162,1385984580
79162,76,120,1385984580
79163,76,120,1385984600
79164,76,162,1385984600
79165,76,120,1385984620
79166,76,162,1385984620
79167,76,120,1385984640
79168,76,120,1385984680
79169,76,162,1385984680
79170,76,162,1385985060
79171,76,162,1385985140
79172,76,162,1385985160
79173,76,120,1385985180
79174,76,162,1385985240
79175,76,162,1385985260
79176,76,162,1385985280
79177,76,120,1385985320
79178,76,120,1385985340
79179,76,120,1385985360
79180,76,120,1385985420
79181,76,120,1385985440
79182,76,120,1385985500
79183,76,120,1385985540
79184,76,162,1385985540
79185,76,120,1385985560
79186,76,162,1385985600
79187,76,120,1385985600
79188,76,120,1385985620
79189,76,162,1385985620
80667,77,268,1385982020
80668,77,268,1385982040
80669,77,268,1385982080
80670,77,268,1385982100
80671,77,268,1385982200
80672,77,268,1385982240
80673,77,268,1385982260
80674,77,268,1385982280
80675,77,264,1385982300
80676,77,268,1385982300
80677,77,264,1385982320
80678,77,264,1385982340
80679,77,264,1385982360
80680,77,264,1385982380
80681,77,180,1385982440
80682,77,180,1385982460
80683,77,264,1385985640
81922,78,253,1385982020
81923,78,253,1385982040
81924,78,253,1385982060
81925,78,85,1385982060
81926,78,253,1385982080
81927,78,85,1385982080
81928,78,253,1385982100
81929,78,85,1385982100
81930,78,253,1385982120
81931,78,253,1385982140
81932,78,253,1385982160
81933,78,253,1385982180
81934,78,253,1385982200
81935,78,253,1385982220
81936,78,253,1385982240
81937,78,85,1385982240
81938,78,253,1385982260
81939,78,253,1385982280
81940,78,253,1385982300
81941,78,85,1385982300
81942,78,253,1385982320
81943,78,253,1385982340
81944,78,253,1385982360
81945,78,253,1385982380
81946,78,253,1385982400
81947,78,253,1385982420
81948,78,253,1385982440
81949,78,253,1385982480
81950,78,253,1385982500
81951,78,253,1385982540
81952,78,85,1385982540
81953,78,253,1385982560
81954,78,253,1385982580
81955,78,253,1385982600
81956,78,253,1385982620
81957,78,253,1385982640
81958,78,253,1385982660
81959,78,85,1385982660
81960,78,253,1385982700
81961,78,85,1385982700
81962,78,85,1385982720
81963,78,253,1385982740
81964,78,253,1385982760
81965,78,85,1385982760
81966,78,253,1385982780
81967,78,253,1385982800
81968,78,278,1385982860
82195,79,309,1385982760
82196,79,311,1385982800
82197,79,281,1385982820
82198,79,316,1385982840
82199,79,316,1385982860
82200,79,247,1385982860
82201,79,285,1385982880
82202,79,316,1385982900
82203,79,116,1385982900
82204,79,247,1385982900
82205,79,281,1385982900
82206,79,179,1385982920
82207,79,179,1385982960
82208,79,116,1385982960
82209,79,116,1385982980
82210,79,116,1385983000
82211,79,179,1385983020
82212,79,116,1385983020
82213,79,179,1385983040
82214,79,116,1385983040
82215,79,179,1385983060
82216,79,116,1385983080
82217,79,179,1385983080
82218,79,179,1385983100
82219,79,116,1385983100
82220,79,179,1385983120
82221,79,116,1385983120
82222,79,179,1385983140
82223,79,179,1385983160
82224,79,116,1385983160
82225,79,116,1385983180
82226,79,179,1385983200
82227,79,116,1385983200
82228,79,179,1385983220
82229,79,116,1385983220
82230,79,179,1385983240
82231,79,116,1385983240
82232,79,179,1385983260
82233,79,179,1385983280
82234,79,116,1385983280
82235,79,179,1385983300
82236,79,179,1385983320
82237,79,179,1385983340
82238,79,116,1385983340
82239,79,179,1385983360
82240,79,116,1385983360
82241,79,179,1385983380
82242,79,116,1385983380
82243,79,179,1385983400
82244,79,116,1385983440
82245,79,179,1385983440
82246,79,116,1385983460
82247,79,116,1385983480
82248,79,179,1385983480
82249,79,116,1385983500
82250,79,116,1385983560
82251,79,179,1385983560
82252,79,116,1385983580
82253,79,179,1385983580
82254,79,116,1385983600
82255,79,116,1385983620
82256,79,179,1385983620
82257,79,116,1385983640
82258,79,116,1385983660
82259,79,179,1385983680
82260,79,116,1385983700
82261,79,116,1385983720
82262,79,116,1385983740
82263,79,116,1385983760
82264,79,179,1385983840
82265,79,179,1385983880
82266,79,179,1385983960
82267,79,179,1385984080
82268,79,116,1385984080
82269,79,116,1385984100
82270,79,179,1385984120
82271,79,116,1385984120
82272,79,176,1385984120
82273,79,179,1385984140
82274,79,116,1385984140
82275,79,176,1385984140
82276,79,116,1385984160
82277,79,176,1385984160
82278,79,179,1385984160
82279,79,116,1385984180
82280,79,176,1385984180
82281,79,179,1385984180
82282,79,176,1385984200
82283,79,179,1385984200
82284,79,176,1385984220
82285,79,179,1385984220
82286,79,176,1385984240
82287,79,179,1385984260
82288,79,179,1385984280
82289,79,176,1385984280
82290,79,116,1385984300
82291,79,176,1385984300
82292,79,116,1385984320
82293,79,176,1385984320
82294,79,179,1385984360
82295,79,116,1385984360
82296,79,116,1385984380
82297,79,179,1385984400
82298,79,116,1385984400
82299,79,116,1385984420
82300,79,179,1385984440
82301,79,116,1385984440
82302,79,116,1385984460
82303,79,179,1385984480
82304,79,116,1385984500
82305,79,116,1385984520
82306,79,116,1385984540
82307,79,116,1385984560
82308,79,116,1385984580
82309,79,116,1385984600
82310,79,179,1385984620
82311,79,116,1385984620
82312,79,176,1385984620
82313,79,179,1385984640
82314,79,116,1385984640
82315,79,176,1385984640
82316,79,116,1385984660
82317,79,176,1385984660
82318,79,116,1385984680
82319,79,176,1385984680
82320,79,116,1385984700
82321,79,176,1385984700
82322,79,116,1385984720
82323,79,176,1385984720
82324,79,116,1385984740
82325,79,176,1385984740
82326,79,116,1385984760
82327,79,116,1385984780
82328,79,116,1385984800
82329,79,116,1385984820
82330,79,116,1385984840
82331,79,176,1385984840
82332,79,116,1385984860
82333,79,176,1385984860
82334,79,116,1385984880
82335,79,179,1385984880
82336,79,179,1385984900
82337,79,116,1385984900
82338,79,176,1385984900
82339,79,116,1385984920
82340,79,176,1385984920
82341,79,179,1385984920
82342,79,116,1385984940
82343,79,176,1385984940
82344,79,179,1385984940
82345,79,116,1385984960
82346,79,176,1385984960
82347,79,179,1385984960
82348,79,116,1385984980
82349,79,176,1385984980
82350,79,179,1385984980
82351,79,116,1385985000
82352,79,176,1385985000
82353,79,179,1385985000
82354,79,116,1385985020
82355,79,176,1385985020
82356,79,179,1385985020
82357,79,179,1385985040
82358,79,116,1385985040
82359,79,176,1385985040
82360,79,179,1385985060
82361,79,116,1385985060
82362,79,176,1385985060
82363,79,116,1385985080
82364,79,176,1385985080
82365,79,179,1385985080
82366,79,116,1385985100
82367,79,116,1385985120
82368,79,176,1385985120
82369,79,116,1385985140
82370,79,176,1385985180
82371,79,116,1385985200
82372,79,116,1385985220
82373,79,176,1385985220
82374,79,179,1385985240
82375,79,176,1385985240
82376,79,116,1385985260
82377,79,176,1385985260
82378,79,116,1385985280
82379,79,116,1385985300
82380,79,116,1385985320
82381,79,116,1385985340
82382,79,176,1385985340
82383,79,176,1385985360
82384,79,179,1385985360
82385,79,116,1385985380
82386,79,176,1385985380
82387,79,179,1385985380
82388,79,116,1385985400
82389,79,176,1385985400
82390,79,116,1385985420
82391,79,176,1385985420
82392,79,116,1385985440
82393,79,176,1385985440
82394,79,179,1385985440
82395,79,116,1385985460
82396,79,176,1385985460
82397,79,116,1385985480
82398,79,116,1385985500
82399,79,179,1385985520
82400,79,116,1385985520
82401,79,116,1385985540
82402,79,116,1385985580
82403,79,176,1385985580
82404,79,179,1385985580
82405,79,179,1385985600
82406,79,179,1385985620
82407,79,116,1385985640
82408,79,176,1385985640
82801,80,139,1385982500
82802,80,160,1385982580
82803,80,93,1385982600
85273,82,104,1385982840
85449,83,203,1385982500
85450,83,214,1385982520
85451,83,221,1385982580
85452,83,221,1385982620
85453,83,221,1385982640
85454,83,203,1385982680
85455,83,138,1385982720
85973,84,95,1385982520
85974,84,94,1385983400
85975,84,215,1385983520
85976,84,215,1385983540
85977,84,215,1385983560
85978,84,215,1385983580
85979,84,215,1385983600
86215,85,253,1385982020
86216,85,253,1385982040
86217,85,253,1385982060
86218,85,253,1385982080
86219,85,253,1385982100
86220,85,253,1385982120
86221,85,253,1385982140
86222,85,253,1385982160
86223,85,253,1385982180
86224,85,253,1385982200
86225,85,253,1385982220
86226,85,253,1385982240
86227,85,253,1385982260
86228,85,253,1385982280
86229,85,253,1385982300
86230,85,253,1385982320
86231,85,253,1385982340
86232,85,253,1385982360
86233,85,253,1385982380
86234,85,253,1385982400
86235,85,253,1385982420
86236,85,253,1385982440
86237,85,253,1385982460
86238,85,253,1385982480
86239,85,253,1385982500
86240,85,253,1385982520
86241,85,253,1385982540
86242,85,253,1385982560
86243,85,253,1385982580
86244,85,253,1385982600
86245,85,253,1385982620
86246,85,253,1385982640
86247,85,253,1385982660
86248,85,253,1385982680
86249,85,253,1385982700
86250,85,253,1385982720
86251,85,253,1385982740
86252,85,253,1385982760
86253,85,253,1385982780
86254,85,106,1385982820
86255,85,100,1385982820
86256,85,106,1385982840
86257,85,128,1385982920
86258,85,128,1385982940
86259,85,259,1385983000
86430,86,130,1385982020
86431,86,265,1385982680
86432,86,118,1385982720
86433,86,124,1385982720
86434,86,265,1385983160
86435,86,130,1385983160
86436,86,130,1385983180
86437,86,130,1385983720
86438,86,130,1385983740
86439,86,130,1385983760
86440,86,130,1385983780
86441,86,130,1385983800
86442,86,130,1385983820
86443,86,130,1385983840
86444,86,130,1385983860
86445,86,130,1385983880
86446,86,130,1385983900
86447,86,130,1385983920
86448,86,130,1385983940
86449,86,130,1385983960
86450,86,130,1385983980
86451,86,130,1385984080
86452,86,130,1385984100
86453,86,130,1385984120
86454,86,130,1385984140
86455,86,130,1385984160
86456,86,130,1385984220
86457,86,130,1385984240
86458,86,130,1385984260
86459,86,130,1385984300
86460,86,130,1385984400
86461,86,130,1385984420
86462,86,130,1385984440
86463,86,130,1385984460
86464,86,130,1385984480
86465,86,130,1385984500
86466,86,130,1385984520
86467,86,130,1385985340
87123,87,153,1385982480
87124,87,153,1385982700
87125,87,153,1385982720
87126,87,153,1385982780
87127,87,153,1385982820
87128,87,153,1385982840
87129,87,153,1385982860
87130,87,282,1385982880
87131,87,153,1385982920
87132,87,153,1385983400
87133,87,179,1385983640
88805,89,269,1385982120
88806,89,269,1385982140
88807,89,269,1385982160
88808,89,269,1385982180
88809,89,269,1385982200
88810,89,269,1385982220
88811,89,269,1385982240
88812,89,269,1385982260
88813,89,269,1385982500
88814,89,269,1385982520
88815,89,269,1385982540
88816,89,269,1385982560
88817,89,141,1385982580
88818,89,110,1385982600
89376,91,158,1385982260
89377,91,135,1385982400
89378,91,135,1385982420
89379,91,135,1385982440
89380,91,147,1385982460
89381,91,135,1385982460
90235,92,123,1385982860
90430,93,160,1385982620
90431,93,160,1385982640
90822,94,225,1385982020
90823,94,225,1385982040
90824,94,225,1385982060
90825,94,225,1385982100
90826,94,227,1385982100
90827,94,225,1385982140
90828,94,225,1385982160
90829,94,211,1385982160
90830,94,211,1385982180
90831,94,225,1385982220
90832,94,227,1385982220
90833,94,225,1385982240
90834,94,227,1385982240
90835,94,211,1385982240
90836,94,225,1385982260
90837,94,211,1385982260
90838,94,225,1385982280
90839,94,211,1385982300
90840,94,225,1385982300
90841,94,225,1385982360
90842,94,225,1385982380
90843,94,225,1385982400
90844,94,227,1385982400
90845,94,235,1385982400
90846,94,211,1385982400
90847,94,211,1385982420
90848,94,225,1385982440
90849,94,227,1385982440
90850,94,225,1385982460
90851,94,227,1385982460
90852,94,198,1385982460
90853,94,211,1385982460
90854,94,188,1385982480
90855,94,221,1385982520
90856,94,225,1385982520
90857,94,235,1385982520
90858,94,221,1385982540
90859,94,225,1385982540
90860,94,211,1385982540
90861,94,225,1385982560
90862,94,225,1385982580
90863,94,211,1385982600
90864,94,225,1385982600
90865,94,225,1385982620
90866,94,225,1385982640
90867,94,225,1385982660
90868,94,225,1385982700
90869,94,225,1385982720
90870,94,225,1385982740
90871,94,225,1385982760
90872,94,225,1385982780
90873,94,225,1385982800
90874,94,225,1385982820
90875,94,225,1385982840
90876,94,225,1385982860
90877,94,225,1385982880
90878,94,225,1385982900
90879,94,225,1385982920
90880,94,225,1385982940
90881,94,225,1385982960
90882,94,225,1385982980
90883,94,225,1385983000
90884,94,225,1385983020
90885,94,225,1385983040
90886,94,225,1385983060
90887,94,225,1385983080
90888,94,225,1385983100
90889,94,225,1385983140
90890,94,225,1385983160
90891,94,225,1385983180
90892,94,225,1385983200
90893,94,225,1385983220
90894,94,225,1385983240
90895,94,225,1385983260
90896,94,225,1385983300
90897,94,225,1385983320
90898,94,188,1385983340
90899,94,225,1385983340
90900,94,188,1385983360
90901,94,215,1385983380
90902,94,215,1385983520
90991,95,260,1385982460
90992,95,226,1385982480
90993,95,260,1385982480
90994,95,258,1385982500
90995,95,145,1385982500
90996,95,214,1385982520
90997,95,221,1385982520
90998,95,226,1385982560
90999,95,226,1385982580
91000,95,145,1385982620
91001,95,145,1385982640
91002,95,145,1385982660
91003,95,145,1385982680
91004,95,145,1385982700
91778,97,123,1385983020
91779,97,123,1385983040
91780,97,153,1385983480
91781,97,153,1385984740
91782,97,153,1385984760
91783,97,153,1385984780
91784,97,153,1385984800
91785,97,153,1385984820
91786,97,153,1385984840
91787,97,153,1385984860
91788,97,153,1385984880
91789,97,153,1385985040
91790,97,153,1385985100
91791,97,153,1385985120
91792,97,207,1385985640
92073,98,135,1385982040
92074,98,135,1385982060
92075,98,135,1385982080
92076,98,135,1385982100
92077,98,135,1385982120
92078,98,135,1385982160
92079,98,135,1385982180
92080,98,132,1385982260
92081,98,132,1385982280
92082,98,129,1385982280
92083,98,242,1385982360
92084,98,242,1385982380
92085,98,132,1385984440
92086,98,180,1385984460
92087,98,180,1385984540
92088,98,132,1385984780
92089,98,132,1385984800
92090,98,241,1385984840
92091,98,241,1385984860
92092,98,132,1385985140
92093,98,261,1385985480
92094,98,261,1385985500
92095,98,261,1385985520
92096,98,261,1385985540
92097,98,261,1385985580
92098,98,261,1385985600
92099,98,261,1385985620
92100,98,261,1385985640
94110,100,137,1385982220
94111,100,137,1385982820
94112,100,106,1385982860
94113,100,112,1385982880
94114,100,104,1385982920
94115,100,112,1385982920
94116,100,206,1385982940
94117,100,104,1385982980
95492,101,111,1385982020
95493,101,111,1385982120
95494,101,111,1385982140
95495,101,111,1385982240
95496,101,111,1385982260
95497,101,111,1385982320
95498,101,111,1385982340
95499,101,111,1385982360
95500,101,265,1385982880
97827,102,140,1385982960
97828,102,192,1385982980
97829,102,192,1385983000
97830,102,192,1385983060
98153,103,107,1385982840
98154,103,107,1385982860
98155,103,107,1385982880
98156,103,107,1385983020
98157,103,265,1385983060
98158,103,127,1385983080
98159,103,185,1385983160
98160,103,185,1385983180
98336,104,233,1385982880
98337,104,131,1385982880
98338,104,244,1385982900
98339,104,112,1385982900
98340,104,206,1385982900
98341,104,112,1385982920
98342,104,206,1385982920
98343,104,137,1385983000
100588,105,180,1385982020
100589,105,180,1385982040
100590,105,180,1385982060
100591,105,180,1385982080
100592,105,180,1385982100
100593,105,180,1385982120
100594,105,180,1385982140
100595,105,180,1385982160
100596,105,180,1385982180
100597,105,180,1385982200
100598,105,180,1385982220
100599,105,180,1385982240
100600,105,180,1385982260
100601,105,180,1385982280
100602,105,261,1385982320
100603,105,180,1385982320
100604,105,180,1385982340
100605,105,261,1385982400
101446,106,112,1385982380
101447,106,137,1385982780
101448,106,206,1385982800
101449,106,137,1385982840
101450,106,274,1385982860
101451,106,244,1385982880
101452,106,206,1385982880
101453,106,244,1385982920
101454,106,112,1385982920
101455,106,244,1385982940
101456,106,112,1385983100
101457,106,126,1385983120
101458,106,128,1385983200
102898,107,204,1385982900
102899,107,127,1385983040
102900,107,265,1385983040
102901,107,127,1385983120
102902,107,130,1385983160
102903,107,265,1385983160
102904,107,193,1385983620
102905,107,193,1385983700
102906,107,193,1385983740
102907,107,193,1385983820
102908,107,193,1385983840
102909,107,193,1385983860
102910,107,193,1385983880
102911,107,193,1385983900
102912,107,193,1385984080
102913,107,193,1385984320
102914,107,193,1385984740
102915,107,193,1385984940
102916,107,193,1385985120
103499,108,202,1385982820
103500,108,112,1385982840
103501,108,274,1385982840
103502,108,131,1385982860
103503,108,131,1385982880
103504,108,206,1385982920
104933,109,264,1385982340
104934,109,242,1385982420
104935,109,261,1385982420
104936,109,242,1385982460
104937,109,242,1385982480
104938,109,268,1385982500
104939,109,268,1385982520
104940,109,242,1385982540
104941,109,268,1385982540
104942,109,242,1385982560
104943,109,261,1385982560
104944,109,261,1385982580
104945,109,242,1385982580
104946,109,242,1385982600
104947,109,242,1385982640
104948,109,242,1385982660
104949,109,268,1385982660
104950,109,242,1385982680
104951,109,268,1385982680
104952,109,242,1385982700
104953,109,277,1385982840
104954,109,277,1385983100
105721,110,115,1385982700
105722,110,115,1385982720
105723,110,293,1385982860
105724,110,115,1385982900
105725,110,115,1385982920
105726,110,326,1385982960
107373,111,158,1385982320
107374,111,158,1385982340
107375,111,158,1385982380
107376,111,158,1385982400
107377,111,268,1385982440
107378,111,261,1385982540
108613,112,206,1385982100
108614,112,206,1385982120
108615,112,206,1385982180
108616,112,206,1385982200
108617,112,206,1385982220
108618,112,206,1385982240
108619,112,206,1385982260
108620,112,206,1385982280
108621,112,206,1385982480
108622,112,206,1385982500
108623,112,206,1385982520
108624,112,206,1385982540
108625,112,206,1385982560
108626,112,206,1385982580
108627,112,206,1385982600
108628,112,206,1385982620
108629,112,206,1385982640
108630,112,206,1385982660
108631,112,206,1385982680
108632,112,206,1385982700
108633,112,206,1385982720
108634,112,206,1385982740
108635,112,244,1385982760
108636,112,274,1385982760
108637,112,206,1385982760
108638,112,244,1385982840
108639,112,206,1385982840
108640,112,244,1385982860
108641,112,206,1385982860
108642,112,128,1385983140
109427,113,186,1385982600
109585,114,269,1385982040
109586,114,186,1385982040
109587,114,186,1385982060
109588,114,186,1385982100
109589,114,186,1385982160
109590,114,186,1385982260
109591,114,269,1385982300
109592,114,269,1385982420
109593,114,269,1385982440
109594,114,269,1385982460
109595,114,133,1385982480
109596,114,133,1385982500
109597,114,269,1385982520
109598,114,133,1385982520
109599,114,269,1385982560
109600,114,186,1385982560
109601,114,133,1385982560
109602,114,269,1385982580
109603,114,133,1385982580
109604,114,133,1385982600
109605,114,235,1385982780
109606,114,235,1385982800
109607,114,235,1385982840
109608,114,235,1385982860
109609,114,321,1385982880
109610,114,235,1385982880
109611,114,321,1385982900
109612,114,321,1385983160
109613,114,247,1385983500
109614,114,302,1385984700
109615,114,302,1385984760
109616,114,302,1385985260
109617,114,302,1385985620
109618,114,302,1385985640
111496,115,173,1385982020
111497,115,173,1385982040
111498,115,173,1385982060
111499,115,173,1385982080
111500,115,173,1385982100
111501,115,173,1385982120
111502,115,173,1385982140
111503,115,173,1385982160
111504,115,173,1385982180
111505,115,173,1385982200
111506,115,173,1385982220
111507,115,173,1385982240
111508,115,173,1385982260
111509,115,173,1385982340
111510,115,173,1385982360
111511,115,173,1385982520
111512,115,324,1385982860
111513,115,296,1385982860
111514,115,318,1385982860
112076,116,300,1385982780
112077,116,311,1385982860
112078,116,179,1385982880
112079,116,316,1385982900
112080,116,281,1385982900
112081,116,281,1385982920
112082,116,316,1385982920
112083,116,316,1385982940
112084,116,247,1385982960
112085,116,316,1385982960
112086,116,316,1385982980
112087,116,179,1385983180
112088,116,179,1385983280
112089,116,179,1385983680
112090,116,316,1385983800
112091,116,148,1385983880
112092,116,316,1385983920
112093,116,316,1385983940
112094,116,316,1385984000
112095,116,316,1385984020
112096,116,176,1385984300
112097,116,176,1385984320
112098,116,176,1385984380
112099,116,176,1385984440
112100,116,176,1385984480
112101,116,179,1385984540
112102,116,179,1385984580
112103,116,179,1385984640
112104,116,176,1385984640
112105,116,176,1385984660
112106,116,176,1385984680
112107,116,179,1385984700
